test_idx,wt_idx,n_mutations,delta_ll,abs_ll,wt_abs_ll,entropy,logit_native,joint_ll
729,0,1,-9.625000,-1.209810,-1.172648,1.277084,19.317326,-121.949890
730,0,1,-14.000000,-1.226702,-1.172648,1.277084,19.317326,-121.949890
731,0,1,-8.125000,-1.204019,-1.172648,1.277084,19.317326,-121.949890
732,0,1,-10.625000,-1.213671,-1.172648,1.277084,19.317326,-121.949890
733,0,1,-10.750000,-1.214154,-1.172648,1.277084,19.317326,-121.949890
734,0,1,-10.625000,-1.213671,-1.172648,1.277084,19.317326,-121.949890
735,0,1,-11.312500,-1.216326,-1.172648,1.277084,19.317326,-121.949890
736,0,1,-9.125000,-1.207880,-1.172648,1.277084,19.317326,-121.949890
737,0,1,-7.500000,-1.201606,-1.172648,1.277084,19.317326,-121.949890
738,0,1,-10.000000,-1.211258,-1.172648,1.277084,19.317326,-121.949890
739,0,1,-8.062500,-1.203778,-1.172648,1.277084,19.317326,-121.949890
740,0,1,-9.125000,-1.207880,-1.172648,1.277084,19.317326,-121.949890
741,0,1,-11.437500,-1.216808,-1.172648,1.277084,19.317326,-121.949890
742,0,1,-8.937500,-1.207156,-1.172648,1.277084,19.317326,-121.949890
743,0,1,-10.562500,-1.213430,-1.172648,1.277084,19.317326,-121.949890
744,0,1,-7.687500,-1.202330,-1.172648,1.277084,19.317326,-121.949890
745,0,0,0.000000,-1.172648,-1.172648,1.277084,19.317326,-121.949890
746,0,0,0.000000,-1.172648,-1.172648,1.277084,19.317326,-121.949890
747,0,1,-8.000000,-1.203536,-1.172648,1.277084,19.317326,-121.949890
748,0,1,-7.000000,-1.199675,-1.172648,1.277084,19.317326,-121.949890
749,0,1,-9.687500,-1.210052,-1.172648,1.277084,19.317326,-121.949890
750,0,1,-10.437500,-1.212947,-1.172648,1.277084,19.317326,-121.949890
751,0,1,-10.937500,-1.214878,-1.172648,1.277084,19.317326,-121.949890
752,0,1,-4.250000,-1.189057,-1.172648,1.277084,19.317326,-121.949890
753,0,1,-12.500000,-1.220911,-1.172648,1.277084,19.317326,-121.949890
754,0,1,-9.437500,-1.209086,-1.172648,1.277084,19.317326,-121.949890
755,0,1,-9.937500,-1.211017,-1.172648,1.277084,19.317326,-121.949890
756,0,1,-12.250000,-1.219945,-1.172648,1.277084,19.317326,-121.949890
757,0,1,-11.937500,-1.218739,-1.172648,1.277084,19.317326,-121.949890
758,0,1,-12.000000,-1.218980,-1.172648,1.277084,19.317326,-121.949890
759,0,1,-12.937500,-1.222600,-1.172648,1.277084,19.317326,-121.949890
760,0,1,-7.125000,-1.200158,-1.172648,1.277084,19.317326,-121.949890
761,0,1,-15.843750,-1.233821,-1.172648,1.277084,19.317326,-121.949890
762,0,1,-8.812500,-1.206673,-1.172648,1.277084,19.317326,-121.949890
763,0,1,-11.812500,-1.218256,-1.172648,1.277084,19.317326,-121.949890
764,0,1,-9.437500,-1.209086,-1.172648,1.277084,19.317326,-121.949890
765,0,1,-10.750000,-1.214154,-1.172648,1.277084,19.317326,-121.949890
766,0,1,-10.375000,-1.212706,-1.172648,1.277084,19.317326,-121.949890
767,0,1,-13.625000,-1.225254,-1.172648,1.277084,19.317326,-121.949890
768,0,1,-10.250000,-1.212224,-1.172648,1.277084,19.317326,-121.949890
769,0,1,-13.937500,-1.226461,-1.172648,1.277084,19.317326,-121.949890
770,0,1,-12.062500,-1.219222,-1.172648,1.277084,19.317326,-121.949890
771,0,1,-9.312500,-1.208604,-1.172648,1.277084,19.317326,-121.949890
772,0,1,-9.062500,-1.207639,-1.172648,1.277084,19.317326,-121.949890
773,0,1,-7.125000,-1.200158,-1.172648,1.277084,19.317326,-121.949890
774,0,1,-12.687500,-1.221635,-1.172648,1.277084,19.317326,-121.949890
775,0,1,-6.812500,-1.198951,-1.172648,1.277084,19.317326,-121.949890
776,0,1,-6.250000,-1.196779,-1.172648,1.277084,19.317326,-121.949890
777,0,1,-8.562500,-1.205708,-1.172648,1.277084,19.317326,-121.949890
778,0,1,-7.562500,-1.201847,-1.172648,1.277084,19.317326,-121.949890
779,0,1,-10.187500,-1.211982,-1.172648,1.277084,19.317326,-121.949890
780,0,1,-11.500000,-1.217050,-1.172648,1.277084,19.317326,-121.949890
781,0,1,-9.937500,-1.211017,-1.172648,1.277084,19.317326,-121.949890
782,0,1,-2.625000,-1.182783,-1.172648,1.277084,19.317326,-121.949890
783,0,1,-6.562500,-1.197986,-1.172648,1.277084,19.317326,-121.949890
784,0,1,-7.000000,-1.199675,-1.172648,1.277084,19.317326,-121.949890
785,0,1,-6.875000,-1.199193,-1.172648,1.277084,19.317326,-121.949890
786,0,1,-9.687500,-1.210052,-1.172648,1.277084,19.317326,-121.949890
787,0,1,-2.375000,-1.181818,-1.172648,1.277084,19.317326,-121.949890
788,0,1,-1.000000,-1.176509,-1.172648,1.277084,19.317326,-121.949890
789,0,1,-1.375000,-1.177957,-1.172648,1.277084,19.317326,-121.949890
790,0,1,-7.687500,-1.202330,-1.172648,1.277084,19.317326,-121.949890
791,0,1,-6.250000,-1.196779,-1.172648,1.277084,19.317326,-121.949890
792,0,1,-3.250000,-1.185196,-1.172648,1.277084,19.317326,-121.949890
793,0,1,-3.375000,-1.185679,-1.172648,1.277084,19.317326,-121.949890
794,0,1,-9.437500,-1.209086,-1.172648,1.277084,19.317326,-121.949890
795,0,1,-8.625000,-1.205949,-1.172648,1.277084,19.317326,-121.949890
796,0,1,-7.125000,-1.200158,-1.172648,1.277084,19.317326,-121.949890
797,0,1,-5.562500,-1.194125,-1.172648,1.277084,19.317326,-121.949890
798,0,1,-3.500000,-1.186162,-1.172648,1.277084,19.317326,-121.949890
799,0,1,-7.750000,-1.202571,-1.172648,1.277084,19.317326,-121.949890
800,0,1,-1.875000,-1.179888,-1.172648,1.277084,19.317326,-121.949890
801,0,1,-6.562500,-1.197986,-1.172648,1.277084,19.317326,-121.949890
802,0,1,-6.750000,-1.198710,-1.172648,1.277084,19.317326,-121.949890
803,0,1,-8.437500,-1.205225,-1.172648,1.277084,19.317326,-121.949890
804,0,1,-6.312500,-1.197021,-1.172648,1.277084,19.317326,-121.949890
805,0,1,-6.062500,-1.196056,-1.172648,1.277084,19.317326,-121.949890
806,0,1,-4.937500,-1.191712,-1.172648,1.277084,19.317326,-121.949890
807,0,1,-6.125000,-1.196297,-1.172648,1.277084,19.317326,-121.949890
808,0,1,-2.750000,-1.183266,-1.172648,1.277084,19.317326,-121.949890
809,0,1,-6.875000,-1.199193,-1.172648,1.277084,19.317326,-121.949890
810,0,1,-1.625000,-1.178922,-1.172648,1.277084,19.317326,-121.949890
811,0,1,-3.500000,-1.186162,-1.172648,1.277084,19.317326,-121.949890
812,0,1,-4.312500,-1.189299,-1.172648,1.277084,19.317326,-121.949890
813,0,1,-8.562500,-1.205708,-1.172648,1.277084,19.317326,-121.949890
814,0,1,-7.187500,-1.200399,-1.172648,1.277084,19.317326,-121.949890
815,0,1,-2.625000,-1.182783,-1.172648,1.277084,19.317326,-121.949890
816,0,1,-4.625000,-1.190505,-1.172648,1.277084,19.317326,-121.949890
817,0,1,-2.125000,-1.180853,-1.172648,1.277084,19.317326,-121.949890
818,0,1,-6.312500,-1.197021,-1.172648,1.277084,19.317326,-121.949890
819,0,1,-1.812500,-1.179646,-1.172648,1.277084,19.317326,-121.949890
820,0,1,-0.750000,-1.175544,-1.172648,1.277084,19.317326,-121.949890
821,0,1,-0.062500,-1.172889,-1.172648,1.277084,19.317326,-121.949890
822,0,1,-5.375000,-1.193401,-1.172648,1.277084,19.317326,-121.949890
823,0,1,-3.312500,-1.185438,-1.172648,1.277084,19.317326,-121.949890
824,0,1,-3.937500,-1.187851,-1.172648,1.277084,19.317326,-121.949890
825,0,1,-8.125000,-1.204019,-1.172648,1.277084,19.317326,-121.949890
826,0,1,-7.000000,-1.199675,-1.172648,1.277084,19.317326,-121.949890
827,0,1,-8.937500,-1.207156,-1.172648,1.277084,19.317326,-121.949890
828,0,1,-2.625000,-1.182783,-1.172648,1.277084,19.317326,-121.949890
829,0,1,-0.562500,-1.174820,-1.172648,1.277084,19.317326,-121.949890
830,0,1,-3.687500,-1.186886,-1.172648,1.277084,19.317326,-121.949890
831,0,1,-2.562500,-1.182542,-1.172648,1.277084,19.317326,-121.949890
832,0,1,-4.750000,-1.190988,-1.172648,1.277084,19.317326,-121.949890
833,0,1,-3.437500,-1.185920,-1.172648,1.277084,19.317326,-121.949890
834,0,1,-4.000000,-1.188092,-1.172648,1.277084,19.317326,-121.949890
835,0,1,-3.500000,-1.186162,-1.172648,1.277084,19.317326,-121.949890
836,0,1,-4.500000,-1.190023,-1.172648,1.277084,19.317326,-121.949890
837,0,1,-1.625000,-1.178922,-1.172648,1.277084,19.317326,-121.949890
838,0,1,0.062500,-1.172407,-1.172648,1.277084,19.317326,-121.949890
839,0,1,-0.625000,-1.175061,-1.172648,1.277084,19.317326,-121.949890
840,0,1,-2.500000,-1.182301,-1.172648,1.277084,19.317326,-121.949890
841,0,1,-0.750000,-1.175544,-1.172648,1.277084,19.317326,-121.949890
842,0,1,-0.812500,-1.175785,-1.172648,1.277084,19.317326,-121.949890
843,0,1,-1.562500,-1.178681,-1.172648,1.277084,19.317326,-121.949890
844,0,1,-5.375000,-1.193401,-1.172648,1.277084,19.317326,-121.949890
845,0,1,-3.562500,-1.186403,-1.172648,1.277084,19.317326,-121.949890
846,0,1,-3.625000,-1.186644,-1.172648,1.277084,19.317326,-121.949890
847,0,1,-8.500000,-1.205467,-1.172648,1.277084,19.317326,-121.949890
848,0,1,-3.000000,-1.184231,-1.172648,1.277084,19.317326,-121.949890
849,0,1,-10.125000,-1.211741,-1.172648,1.277084,19.317326,-121.949890
850,0,1,-1.875000,-1.179888,-1.172648,1.277084,19.317326,-121.949890
851,0,1,-4.437500,-1.189781,-1.172648,1.277084,19.317326,-121.949890
852,0,1,-4.812500,-1.191229,-1.172648,1.277084,19.317326,-121.949890
853,0,1,-6.125000,-1.196297,-1.172648,1.277084,19.317326,-121.949890
854,0,1,-5.687500,-1.194608,-1.172648,1.277084,19.317326,-121.949890
855,0,1,-7.562500,-1.201847,-1.172648,1.277084,19.317326,-121.949890
856,0,1,-3.875000,-1.187610,-1.172648,1.277084,19.317326,-121.949890
857,0,1,-4.937500,-1.191712,-1.172648,1.277084,19.317326,-121.949890
858,0,1,-3.750000,-1.187127,-1.172648,1.277084,19.317326,-121.949890
859,0,1,-5.875000,-1.195332,-1.172648,1.277084,19.317326,-121.949890
860,0,1,-4.500000,-1.190023,-1.172648,1.277084,19.317326,-121.949890
861,0,1,-12.632812,-1.221424,-1.172648,1.277084,19.317326,-121.949890
862,0,1,-13.519531,-1.224847,-1.172648,1.277084,19.317326,-121.949890
863,0,1,-10.796875,-1.214335,-1.172648,1.277084,19.317326,-121.949890
864,0,1,-13.828125,-1.226039,-1.172648,1.277084,19.317326,-121.949890
865,0,1,-10.484375,-1.213128,-1.172648,1.277084,19.317326,-121.949890
866,0,1,-10.656250,-1.213792,-1.172648,1.277084,19.317326,-121.949890
867,0,1,-10.781250,-1.214275,-1.172648,1.277084,19.317326,-121.949890
868,0,1,-10.578125,-1.213490,-1.172648,1.277084,19.317326,-121.949890
869,0,1,-12.171875,-1.219644,-1.172648,1.277084,19.317326,-121.949890
870,0,1,-12.687500,-1.221635,-1.172648,1.277084,19.317326,-121.949890
871,0,1,-11.968750,-1.218860,-1.172648,1.277084,19.317326,-121.949890
872,0,1,-14.802734,-1.229802,-1.172648,1.277084,19.317326,-121.949890
873,0,1,-10.703125,-1.213973,-1.172648,1.277084,19.317326,-121.949890
874,0,1,-6.625000,-1.198227,-1.172648,1.277084,19.317326,-121.949890
875,0,1,-7.125000,-1.200158,-1.172648,1.277084,19.317326,-121.949890
876,0,1,-4.812500,-1.191229,-1.172648,1.277084,19.317326,-121.949890
877,0,1,-5.687500,-1.194608,-1.172648,1.277084,19.317326,-121.949890
878,0,1,-2.250000,-1.181335,-1.172648,1.277084,19.317326,-121.949890
879,0,1,-7.687500,-1.202330,-1.172648,1.277084,19.317326,-121.949890
880,0,1,-5.062500,-1.192195,-1.172648,1.277084,19.317326,-121.949890
881,0,1,-7.625000,-1.202088,-1.172648,1.277084,19.317326,-121.949890
882,0,1,-5.062500,-1.192195,-1.172648,1.277084,19.317326,-121.949890
883,0,1,-4.500000,-1.190023,-1.172648,1.277084,19.317326,-121.949890
884,0,1,-6.062500,-1.196056,-1.172648,1.277084,19.317326,-121.949890
885,0,1,-7.125000,-1.200158,-1.172648,1.277084,19.317326,-121.949890
886,0,1,-4.562500,-1.190264,-1.172648,1.277084,19.317326,-121.949890
887,0,1,-6.625000,-1.198227,-1.172648,1.277084,19.317326,-121.949890
888,0,1,-3.000000,-1.184231,-1.172648,1.277084,19.317326,-121.949890
889,0,1,-2.750000,-1.183266,-1.172648,1.277084,19.317326,-121.949890
890,0,1,-2.375000,-1.181818,-1.172648,1.277084,19.317326,-121.949890
891,0,1,-6.812500,-1.198951,-1.172648,1.277084,19.317326,-121.949890
892,0,1,-6.375000,-1.197262,-1.172648,1.277084,19.317326,-121.949890
893,0,1,-4.625000,-1.190506,-1.172648,1.277084,19.317326,-121.949890
894,0,1,-3.937500,-1.187851,-1.172648,1.277084,19.317326,-121.949890
895,0,1,-4.812500,-1.191229,-1.172648,1.277084,19.317326,-121.949890
896,0,1,-3.375000,-1.185679,-1.172648,1.277084,19.317326,-121.949890
897,0,1,-1.125000,-1.176992,-1.172648,1.277084,19.317326,-121.949890
898,0,1,-4.125000,-1.188575,-1.172648,1.277084,19.317326,-121.949890
899,0,1,-1.312500,-1.177716,-1.172648,1.277084,19.317326,-121.949890
900,0,1,-4.375000,-1.189540,-1.172648,1.277084,19.317326,-121.949890
901,0,1,-2.687500,-1.183025,-1.172648,1.277084,19.317326,-121.949890
902,0,1,-3.750000,-1.187127,-1.172648,1.277084,19.317326,-121.949890
903,0,1,-2.500000,-1.182301,-1.172648,1.277084,19.317326,-121.949890
904,0,1,-2.062500,-1.180611,-1.172648,1.277084,19.317326,-121.949890
905,0,1,-2.625000,-1.182783,-1.172648,1.277084,19.317326,-121.949890
906,0,1,-3.125000,-1.184714,-1.172648,1.277084,19.317326,-121.949890
907,0,1,-0.750000,-1.175544,-1.172648,1.277084,19.317326,-121.949890
908,0,1,0.750000,-1.169752,-1.172648,1.277084,19.317326,-121.949890
909,0,1,0.000000,-1.172648,-1.172648,1.277084,19.317326,-121.949890
910,0,1,-5.250000,-1.192919,-1.172648,1.277084,19.317326,-121.949890
911,0,1,-3.687500,-1.186886,-1.172648,1.277084,19.317326,-121.949890
912,0,1,-2.375000,-1.181818,-1.172648,1.277084,19.317326,-121.949890
913,0,1,-5.687500,-1.194608,-1.172648,1.277084,19.317326,-121.949890
914,0,1,-6.625000,-1.198227,-1.172648,1.277084,19.317326,-121.949890
915,0,1,-6.125000,-1.196297,-1.172648,1.277084,19.317326,-121.949890
916,0,1,0.375000,-1.171200,-1.172648,1.277084,19.317326,-121.949890
917,0,1,-1.250000,-1.177474,-1.172648,1.277084,19.317326,-121.949890
918,0,1,-1.687500,-1.179164,-1.172648,1.277084,19.317326,-121.949890
919,0,1,-2.875000,-1.183749,-1.172648,1.277084,19.317326,-121.949890
920,0,1,0.187500,-1.171924,-1.172648,1.277084,19.317326,-121.949890
921,0,1,1.750000,-1.165891,-1.172648,1.277084,19.317326,-121.949890
922,0,1,-2.125000,-1.180853,-1.172648,1.277084,19.317326,-121.949890
923,0,1,0.250000,-1.171683,-1.172648,1.277084,19.317326,-121.949890
924,0,1,0.937500,-1.169029,-1.172648,1.277084,19.317326,-121.949890
925,0,1,-1.750000,-1.179405,-1.172648,1.277084,19.317326,-121.949890
926,0,1,-1.750000,-1.179405,-1.172648,1.277084,19.317326,-121.949890
927,0,1,-3.375000,-1.185679,-1.172648,1.277084,19.317326,-121.949890
928,0,1,-2.000000,-1.180370,-1.172648,1.277084,19.317326,-121.949890
929,0,1,-0.687500,-1.175303,-1.172648,1.277084,19.317326,-121.949890
930,0,1,-2.375000,-1.181818,-1.172648,1.277084,19.317326,-121.949890
931,0,1,-0.250000,-1.173613,-1.172648,1.277084,19.317326,-121.949890
932,0,1,-6.125000,-1.196297,-1.172648,1.277084,19.317326,-121.949890
933,0,1,-2.062500,-1.180611,-1.172648,1.277084,19.317326,-121.949890
934,0,1,-1.750000,-1.179405,-1.172648,1.277084,19.317326,-121.949890
935,0,1,-2.937500,-1.183990,-1.172648,1.277084,19.317326,-121.949890
936,0,1,-1.437500,-1.178198,-1.172648,1.277084,19.317326,-121.949890
937,0,1,-2.750000,-1.183266,-1.172648,1.277084,19.317326,-121.949890
938,0,1,-3.625000,-1.186644,-1.172648,1.277084,19.317326,-121.949890
939,0,1,-2.187500,-1.181094,-1.172648,1.277084,19.317326,-121.949890
940,0,1,-1.375000,-1.177957,-1.172648,1.277084,19.317326,-121.949890
941,0,1,-2.750000,-1.183266,-1.172648,1.277084,19.317326,-121.949890
942,0,1,-1.625000,-1.178922,-1.172648,1.277084,19.317326,-121.949890
943,0,1,-5.312500,-1.193160,-1.172648,1.277084,19.317326,-121.949890
944,0,1,-2.000000,-1.180370,-1.172648,1.277084,19.317326,-121.949890
945,0,1,-4.687500,-1.190747,-1.172648,1.277084,19.317326,-121.949890
946,0,1,-0.500000,-1.174579,-1.172648,1.277084,19.317326,-121.949890
947,0,1,-3.875000,-1.187610,-1.172648,1.277084,19.317326,-121.949890
948,0,1,-0.625000,-1.175061,-1.172648,1.277084,19.317326,-121.949890
949,0,1,-3.000000,-1.184231,-1.172648,1.277084,19.317326,-121.949890
950,0,1,-0.375000,-1.174096,-1.172648,1.277084,19.317326,-121.949890
951,0,1,-2.125000,-1.180853,-1.172648,1.277084,19.317326,-121.949890
952,0,1,0.375000,-1.171200,-1.172648,1.277084,19.317326,-121.949890
953,0,1,0.000000,-1.172648,-1.172648,1.277084,19.317326,-121.949890
954,0,1,-1.250000,-1.177474,-1.172648,1.277084,19.317326,-121.949890
955,0,1,-3.062500,-1.184473,-1.172648,1.277084,19.317326,-121.949890
956,0,1,-4.125000,-1.188575,-1.172648,1.277084,19.317326,-121.949890
957,0,1,-1.875000,-1.179888,-1.172648,1.277084,19.317326,-121.949890
958,0,1,-1.000000,-1.176509,-1.172648,1.277084,19.317326,-121.949890
959,0,1,-1.500000,-1.178440,-1.172648,1.277084,19.317326,-121.949890
960,0,1,0.875000,-1.169270,-1.172648,1.277084,19.317326,-121.949890
961,0,1,-0.625000,-1.175061,-1.172648,1.277084,19.317326,-121.949890
962,0,1,-1.500000,-1.178440,-1.172648,1.277084,19.317326,-121.949890
963,0,1,-3.812500,-1.187368,-1.172648,1.277084,19.317326,-121.949890
964,0,1,-3.875000,-1.187610,-1.172648,1.277084,19.317326,-121.949890
965,0,1,-2.750000,-1.183266,-1.172648,1.277084,19.317326,-121.949890
966,0,1,-2.937500,-1.183990,-1.172648,1.277084,19.317326,-121.949890
967,0,1,-1.812500,-1.179646,-1.172648,1.277084,19.317326,-121.949890
968,0,1,-0.812500,-1.175785,-1.172648,1.277084,19.317326,-121.949890
969,0,1,0.375000,-1.171200,-1.172648,1.277084,19.317326,-121.949890
970,0,1,-3.250000,-1.185196,-1.172648,1.277084,19.317326,-121.949890
971,0,1,-2.687500,-1.183025,-1.172648,1.277084,19.317326,-121.949890
972,0,1,-6.437500,-1.197503,-1.172648,1.277084,19.317326,-121.949890
973,0,1,-5.937500,-1.195573,-1.172648,1.277084,19.317326,-121.949890
974,0,1,-6.812500,-1.198951,-1.172648,1.277084,19.317326,-121.949890
975,0,1,-8.187500,-1.204260,-1.172648,1.277084,19.317326,-121.949890
976,0,1,-5.625000,-1.194366,-1.172648,1.277084,19.317326,-121.949890
977,0,1,-10.312500,-1.212465,-1.172648,1.277084,19.317326,-121.949890
978,0,1,-5.687500,-1.194608,-1.172648,1.277084,19.317326,-121.949890
979,0,1,-11.250000,-1.216084,-1.172648,1.277084,19.317326,-121.949890
980,0,1,-7.250000,-1.200640,-1.172648,1.277084,19.317326,-121.949890
981,0,1,-8.125000,-1.204019,-1.172648,1.277084,19.317326,-121.949890
982,0,1,-6.812500,-1.198951,-1.172648,1.277084,19.317326,-121.949890
983,0,1,-7.125000,-1.200158,-1.172648,1.277084,19.317326,-121.949890
984,0,1,-8.562500,-1.205708,-1.172648,1.277084,19.317326,-121.949890
985,0,1,-10.000000,-1.211258,-1.172648,1.277084,19.317326,-121.949890
986,0,1,-3.750000,-1.187127,-1.172648,1.277084,19.317326,-121.949890
987,0,1,-4.375000,-1.189540,-1.172648,1.277084,19.317326,-121.949890
988,0,1,-2.375000,-1.181818,-1.172648,1.277084,19.317326,-121.949890
989,0,1,-10.125000,-1.211741,-1.172648,1.277084,19.317326,-121.949890
990,0,1,-9.500000,-1.209328,-1.172648,1.277084,19.317326,-121.949890
991,0,1,-8.937500,-1.207156,-1.172648,1.277084,19.317326,-121.949890
992,0,1,-9.812500,-1.210534,-1.172648,1.277084,19.317326,-121.949890
993,0,1,-11.250000,-1.216084,-1.172648,1.277084,19.317326,-121.949890
994,0,1,-9.437500,-1.209086,-1.172648,1.277084,19.317326,-121.949890
995,0,1,-9.375000,-1.208845,-1.172648,1.277084,19.317326,-121.949890
996,0,1,-6.062500,-1.196056,-1.172648,1.277084,19.317326,-121.949890
997,0,1,-6.437500,-1.197503,-1.172648,1.277084,19.317326,-121.949890
998,0,1,-8.437500,-1.205225,-1.172648,1.277084,19.317326,-121.949890
999,0,1,-8.687500,-1.206191,-1.172648,1.277084,19.317326,-121.949890
1000,0,1,-4.375000,-1.189540,-1.172648,1.277084,19.317326,-121.949890
1001,0,1,-6.000000,-1.195814,-1.172648,1.277084,19.317326,-121.949890
1002,0,1,-7.937500,-1.203295,-1.172648,1.277084,19.317326,-121.949890
1003,0,1,-10.375000,-1.212706,-1.172648,1.277084,19.317326,-121.949890
1004,0,1,-10.000000,-1.211258,-1.172648,1.277084,19.317326,-121.949890
1005,0,1,-6.750000,-1.198710,-1.172648,1.277084,19.317326,-121.949890
1006,0,1,-5.250000,-1.192918,-1.172648,1.277084,19.317326,-121.949890
1007,0,1,-10.062500,-1.211500,-1.172648,1.277084,19.317326,-121.949890
1008,0,1,-6.562500,-1.197986,-1.172648,1.277084,19.317326,-121.949890
1009,0,1,-6.312500,-1.197021,-1.172648,1.277084,19.317326,-121.949890
1010,0,1,-5.125000,-1.192436,-1.172648,1.277084,19.317326,-121.949890
1011,0,1,-5.625000,-1.194366,-1.172648,1.277084,19.317326,-121.949890
1012,0,1,-7.250000,-1.200640,-1.172648,1.277084,19.317326,-121.949890
1013,0,1,-8.812500,-1.206673,-1.172648,1.277084,19.317326,-121.949890
1014,0,1,-1.750000,-1.179405,-1.172648,1.277084,19.317326,-121.949890
1015,0,1,-3.500000,-1.186162,-1.172648,1.277084,19.317326,-121.949890
1016,0,1,-4.000000,-1.188092,-1.172648,1.277084,19.317326,-121.949890
1017,0,1,-7.687500,-1.202330,-1.172648,1.277084,19.317326,-121.949890
1018,0,1,-6.937500,-1.199434,-1.172648,1.277084,19.317326,-121.949890
1019,0,1,-8.062500,-1.203778,-1.172648,1.277084,19.317326,-121.949890
1020,0,1,-8.187500,-1.204260,-1.172648,1.277084,19.317326,-121.949890
1021,0,1,-5.500000,-1.193884,-1.172648,1.277084,19.317326,-121.949890
1022,0,1,-8.812500,-1.206673,-1.172648,1.277084,19.317326,-121.949890
1023,0,1,-10.875000,-1.214637,-1.172648,1.277084,19.317326,-121.949890
1024,0,1,-13.437500,-1.224530,-1.172648,1.277084,19.317326,-121.949890
1025,0,1,-12.125000,-1.219463,-1.172648,1.277084,19.317326,-121.949890
1026,0,1,-3.500000,-1.186162,-1.172648,1.277084,19.317326,-121.949890
1027,0,1,-5.500000,-1.193884,-1.172648,1.277084,19.317326,-121.949890
1028,0,1,-4.625000,-1.190505,-1.172648,1.277084,19.317326,-121.949890
1029,0,1,-5.125000,-1.192436,-1.172648,1.277084,19.317326,-121.949890
1030,0,1,-3.875000,-1.187610,-1.172648,1.277084,19.317326,-121.949890
1031,0,1,0.250000,-1.171683,-1.172648,1.277084,19.317326,-121.949890
1032,0,1,-2.250000,-1.181335,-1.172648,1.277084,19.317326,-121.949890
1033,0,1,-3.875000,-1.187610,-1.172648,1.277084,19.317326,-121.949890
1034,0,1,-4.625000,-1.190505,-1.172648,1.277084,19.317326,-121.949890
1035,0,1,-1.750000,-1.179405,-1.172648,1.277084,19.317326,-121.949890
1036,0,1,-1.250000,-1.177474,-1.172648,1.277084,19.317326,-121.949890
1037,0,1,-4.687500,-1.190747,-1.172648,1.277084,19.317326,-121.949890
1038,0,1,-7.875000,-1.203054,-1.172648,1.277084,19.317326,-121.949890
1039,0,1,-5.562500,-1.194125,-1.172648,1.277084,19.317326,-121.949890
1040,0,1,-2.500000,-1.182301,-1.172648,1.277084,19.317326,-121.949890
1041,0,1,0.375000,-1.171200,-1.172648,1.277084,19.317326,-121.949890
1042,0,1,-4.437500,-1.189781,-1.172648,1.277084,19.317326,-121.949890
1043,0,1,-2.812500,-1.183507,-1.172648,1.277084,19.317326,-121.949890
1044,0,1,-5.125000,-1.192436,-1.172648,1.277084,19.317326,-121.949890
1045,0,1,-1.687500,-1.179164,-1.172648,1.277084,19.317326,-121.949890
1046,0,1,-4.250000,-1.189057,-1.172648,1.277084,19.317326,-121.949890
1047,0,1,1.000000,-1.168787,-1.172648,1.277084,19.317326,-121.949890
1048,0,1,-1.562500,-1.178681,-1.172648,1.277084,19.317326,-121.949890
1049,0,1,-1.125000,-1.176992,-1.172648,1.277084,19.317326,-121.949890
1050,0,1,-3.687500,-1.186886,-1.172648,1.277084,19.317326,-121.949890
1051,0,1,0.625000,-1.170235,-1.172648,1.277084,19.317326,-121.949890
1052,0,1,0.375000,-1.171200,-1.172648,1.277084,19.317326,-121.949890
1053,0,1,-1.375000,-1.177957,-1.172648,1.277084,19.317326,-121.949890
1054,0,1,-3.937500,-1.187851,-1.172648,1.277084,19.317326,-121.949890
1055,0,1,-2.937500,-1.183990,-1.172648,1.277084,19.317326,-121.949890
1056,0,1,-2.500000,-1.182301,-1.172648,1.277084,19.317326,-121.949890
1057,0,1,-4.937500,-1.191712,-1.172648,1.277084,19.317326,-121.949890
1058,0,1,-4.375000,-1.189540,-1.172648,1.277084,19.317326,-121.949890
1059,0,1,-1.125000,-1.176992,-1.172648,1.277084,19.317326,-121.949890
1060,0,1,-5.625000,-1.194366,-1.172648,1.277084,19.317326,-121.949890
1061,0,1,-3.937500,-1.187851,-1.172648,1.277084,19.317326,-121.949890
1062,0,1,-1.375000,-1.177957,-1.172648,1.277084,19.317326,-121.949890
1063,0,1,-4.187500,-1.188816,-1.172648,1.277084,19.317326,-121.949890
1064,0,1,-9.375000,-1.208845,-1.172648,1.277084,19.317326,-121.949890
1065,0,1,-4.125000,-1.188575,-1.172648,1.277084,19.317326,-121.949890
1066,0,1,-3.500000,-1.186162,-1.172648,1.277084,19.317326,-121.949890
1067,0,1,-2.250000,-1.181335,-1.172648,1.277084,19.317326,-121.949890
1068,0,1,-6.500000,-1.197745,-1.172648,1.277084,19.317326,-121.949890
1069,0,1,-0.500000,-1.174579,-1.172648,1.277084,19.317326,-121.949890
1070,0,1,-8.937500,-1.207156,-1.172648,1.277084,19.317326,-121.949890
1071,0,1,-2.000000,-1.180370,-1.172648,1.277084,19.317326,-121.949890
1072,0,1,-1.250000,-1.177474,-1.172648,1.277084,19.317326,-121.949890
1073,0,1,-2.687500,-1.183025,-1.172648,1.277084,19.317326,-121.949890
1074,0,1,-7.937500,-1.203295,-1.172648,1.277084,19.317326,-121.949890
1075,0,1,-4.750000,-1.190988,-1.172648,1.277084,19.317326,-121.949890
