test_idx,wt_idx,n_mutations,delta_ll,abs_ll,wt_abs_ll,entropy,logit_native,joint_ll,entropy_at_site,native_ll_at_site,emb_cosine_dist_to_wt
1260,0,1,-14.8593750000,-0.3277330995,-0.270361,0.548814,6.583952,-156.706238,0.037424,-0.004959,
1261,0,1,-12.2070312500,-0.3174923956,-0.270361,0.548814,6.583952,-156.706238,0.037424,-0.004959,
1262,0,1,-7.7695312500,-0.3003591895,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1263,0,1,-7.0273437500,-0.2974936068,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1264,0,1,-5.9746093750,-0.2934289873,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1265,0,1,-3.9355468750,-0.2855561674,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1266,0,1,-7.0273437500,-0.2974936068,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1267,0,1,-5.5009765625,-0.2916002870,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1268,0,1,-1.2968748808,-0.2753682435,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1269,0,1,-8.8984375000,-0.3047178984,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1270,0,1,1.2695312500,-0.2654593289,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1271,0,1,-1.3359373808,-0.2755190432,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1272,0,1,-6.8847656250,-0.2969430983,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1273,0,1,-6.9375000000,-0.2971467078,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1274,0,1,-4.6054687500,-0.2881427407,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1275,0,1,-8.5234375000,-0.3032700121,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1276,0,1,-5.5000000000,-0.2915965319,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1277,0,1,-3.5128784180,-0.2839242220,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1278,0,1,-1.2031248808,-0.2750062644,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1279,0,1,-7.4121093750,-0.2989791930,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1280,0,1,-5.8984375000,-0.2931348979,-0.270361,0.548814,6.583952,-156.706238,1.131663,-1.699957,
1281,0,1,-8.0048828125,-0.3012678921,-0.270361,0.548814,6.583952,-156.706238,0.038096,-0.004441,
1282,0,1,-9.5185546875,-0.3071121871,-0.270361,0.548814,6.583952,-156.706238,0.038096,-0.004441,
1283,0,1,-9.2709960938,-0.3061563373,-0.270361,0.548814,6.583952,-156.706238,0.038096,-0.004441,
1284,0,1,-9.5742187500,-0.3073270917,-0.270361,0.548814,6.583952,-156.706238,0.038096,-0.004441,
1285,0,1,-11.2500000000,-0.3137972951,-0.270361,0.548814,6.583952,-156.706238,0.038096,-0.004441,
1286,0,1,-10.0410156250,-0.3091293871,-0.270361,0.548814,6.583952,-156.706238,0.038096,-0.004441,
1287,0,1,-9.5527343750,-0.3072441518,-0.270361,0.548814,6.583952,-156.706238,0.012363,-0.001207,
1288,0,1,-10.0058593750,-0.3089936674,-0.270361,0.548814,6.583952,-156.706238,0.012363,-0.001207,
1289,0,1,-10.2050781250,-0.3097628355,-0.270361,0.548814,6.583952,-156.706238,0.012363,-0.001207,
1290,0,1,-10.1259765625,-0.3094574213,-0.270361,0.548814,6.583952,-156.706238,0.012363,-0.001207,
1291,0,1,-9.7851562500,-0.3081415296,-0.270361,0.548814,6.583952,-156.706238,0.012363,-0.001207,
1292,0,1,-5.9414062500,-0.2933007777,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1293,0,1,-3.6707763672,-0.2845338881,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1294,0,1,-6.5781250000,-0.2957591712,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1295,0,1,-2.1621093750,-0.2787089050,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1296,0,1,-3.7042238712,-0.2846630216,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1297,0,1,-3.3217773438,-0.2831864059,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1298,0,1,-4.2392578125,-0.2867287993,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1299,0,1,-5.0820312500,-0.2899827361,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1300,0,1,-4.9716796875,-0.2895566821,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1301,0,1,-5.0224609375,-0.2897527516,-0.270361,0.548814,6.583952,-156.706238,1.160482,-0.296649,
1302,0,1,-7.5097656250,-0.2993562222,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1303,0,1,-11.6074218750,-0.3151772916,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1304,0,1,-8.2558593750,-0.3022369146,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1305,0,1,-10.7666015625,-0.3119308949,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1306,0,1,-12.1406250000,-0.3172360063,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1307,0,1,-12.2851562500,-0.3177940249,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1308,0,1,-11.0546875000,-0.3130431771,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1309,0,1,-12.5410156250,-0.3187819123,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1310,0,1,-7.5654296875,-0.2995711565,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1311,0,1,-11.4062500000,-0.3144005835,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1312,0,1,-9.3625488281,-0.3065098226,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1313,0,1,-11.5097656250,-0.3148002625,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1314,0,1,-8.4340820312,-0.3029250205,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1315,0,1,-9.1063232422,-0.3055205345,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1316,0,1,-10.9570312500,-0.3126661479,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1317,0,1,-12.8945312500,-0.3201468289,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1318,0,1,-11.1503906250,-0.3134126961,-0.270361,0.548814,6.583952,-156.706238,0.018364,-0.001995,
1319,0,1,-4.7246093750,-0.2886027396,-0.270361,0.548814,6.583952,-156.706238,1.340056,-2.615513,
1320,0,1,-4.5332031250,-0.2878637016,-0.270361,0.548814,6.583952,-156.706238,1.340056,-2.615513,
1321,0,1,-10.7851562500,-0.3120025396,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1322,0,1,-4.8125000000,-0.2889420688,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1323,0,1,-7.3115234375,-0.2985908091,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1324,0,1,-10.6718750000,-0.3115651608,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1325,0,1,-6.3916015625,-0.2950389981,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1326,0,1,-10.1132812500,-0.3094084263,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1327,0,1,-8.9414062500,-0.3048838079,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1328,0,1,-3.4414062500,-0.2836482823,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1329,0,1,-6.2456054688,-0.2944753170,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1330,0,1,-3.3574218750,-0.2833240032,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1331,0,1,-6.2968750000,-0.2946732640,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1332,0,1,-4.5332031250,-0.2878637016,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1333,0,1,-5.3374023438,-0.2909687161,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1334,0,1,-8.9257812500,-0.3048234880,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1335,0,1,-10.4726562500,-0.3107959628,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1336,0,1,-9.0000000000,-0.3051100373,-0.270361,0.548814,6.583952,-156.706238,0.633367,-0.144315,
1337,0,1,-11.6835937500,-0.3154714108,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1338,0,1,-9.7509765625,-0.3080095649,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1339,0,1,-12.9648437500,-0.3204182982,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1340,0,1,-9.9765625000,-0.3088805377,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1341,0,1,-10.0341796875,-0.3091030121,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1342,0,1,-8.6518554688,-0.3037658334,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1343,0,1,-10.2734375000,-0.3100267947,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1344,0,1,-10.7539062500,-0.3118818700,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1345,0,1,-11.4589843750,-0.3146041930,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1346,0,1,-7.2631835938,-0.2984041870,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1347,0,1,-7.4653320312,-0.2991846800,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1348,0,1,-8.1477050781,-0.3018193245,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1349,0,1,-13.2500000000,-0.3215192854,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1350,0,1,-13.2695312500,-0.3215947151,-0.270361,0.548814,6.583952,-156.706238,0.048402,-0.006756,
1351,0,1,-14.7187500000,-0.3271901608,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1352,0,1,-5.5214843750,-0.2916794717,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1353,0,1,-5.6269531250,-0.2920866907,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1354,0,1,-12.9218750000,-0.3202524185,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1355,0,1,-14.3242187500,-0.3256668746,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1356,0,1,-12.1054687500,-0.3171002567,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1357,0,1,-13.5312500000,-0.3226051927,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1358,0,1,-11.5898437500,-0.3151094317,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1359,0,1,-9.6474609375,-0.3076098859,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1360,0,1,-5.1738281250,-0.2903371751,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1361,0,1,-10.5693359375,-0.3111692369,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1362,0,1,-8.9416503906,-0.3048847318,-0.270361,0.548814,6.583952,-156.706238,0.130855,-0.020731,
1363,0,1,-13.8710937500,-0.3239173591,-0.270361,0.548814,6.583952,-156.706238,0.040967,-0.005633,
1364,0,1,-12.3945312500,-0.3182163239,-0.270361,0.548814,6.583952,-156.706238,0.040967,-0.005633,
1365,0,1,-15.3007812500,-0.3294373751,-0.270361,0.548814,6.583952,-156.706238,0.017216,-0.002140,
1366,0,1,-13.4667968750,-0.3223563433,-0.270361,0.548814,6.583952,-156.706238,0.017216,-0.002140,
1367,0,1,-14.3789062500,-0.3258780241,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1368,0,1,-16.9687500000,-0.3358774185,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1369,0,1,-13.1005859375,-0.3209424019,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1370,0,1,-15.3750000000,-0.3297239244,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1371,0,1,-15.9062500000,-0.3317750990,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1372,0,1,-12.1518554688,-0.3172793686,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1373,0,1,-16.2070312500,-0.3329364061,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1374,0,1,-13.9218750000,-0.3241133988,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1375,0,1,-11.0517578125,-0.3130318820,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1376,0,1,-10.4531250000,-0.3107205629,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1377,0,1,-14.6777343750,-0.3270317912,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1378,0,1,-14.2792968750,-0.3254934251,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1379,0,1,-13.8164062500,-0.3237062097,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1380,0,1,-14.7460937500,-0.3272957206,-0.270361,0.548814,6.583952,-156.706238,0.001426,-0.000121,
1381,0,1,-5.7675781250,-0.2926296294,-0.270361,0.548814,6.583952,-156.706238,0.859463,-0.655629,
1382,0,1,-5.3643798828,-0.2910728753,-0.270361,0.548814,6.583952,-156.706238,0.859463,-0.655629,
1383,0,1,-6.2807617188,-0.2946110368,-0.270361,0.548814,6.583952,-156.706238,0.859463,-0.655629,
1384,0,1,-7.3173828125,-0.2986134291,-0.270361,0.548814,6.583952,-156.706238,0.859463,-0.655629,
1385,0,1,-5.2287597656,-0.2905492485,-0.270361,0.548814,6.583952,-156.706238,0.859463,-0.655629,
1386,0,1,-4.9589843750,-0.2895076573,-0.270361,0.548814,6.583952,-156.706238,0.859463,-0.655629,
1387,0,1,-5.9218750000,-0.2932253778,-0.270361,0.548814,6.583952,-156.706238,0.022505,-0.003060,
1388,0,1,-12.1445312500,-0.3172510862,-0.270361,0.548814,6.583952,-156.706238,0.022505,-0.003060,
1389,0,1,-13.6093750000,-0.3229068518,-0.270361,0.548814,6.583952,-156.706238,0.022505,-0.003060,
1390,0,1,-13.0566406250,-0.3207727373,-0.270361,0.548814,6.583952,-156.706238,0.022505,-0.003060,
1391,0,1,-11.0761718750,-0.3131261468,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1392,0,1,-14.7968750000,-0.3274917901,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1393,0,1,-13.8535156250,-0.3238494694,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1394,0,1,-16.2421875000,-0.3330721557,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1395,0,1,-9.7929687500,-0.3081716895,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1396,0,1,-14.5273437500,-0.3264511228,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1397,0,1,-11.7363281250,-0.3156750202,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1398,0,1,-15.4921875000,-0.3301763833,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1399,0,1,-12.5253906250,-0.3187215924,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1400,0,1,-12.9062500000,-0.3201920688,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1401,0,1,-11.9365234375,-0.3164479733,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1402,0,1,-9.9926757812,-0.3089427650,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1403,0,1,-12.0009765625,-0.3166968226,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1404,0,1,-13.5175781250,-0.3225524127,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1405,0,1,-7.0273437500,-0.2974936068,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1406,0,1,-7.6464843750,-0.2998841107,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1407,0,1,-7.5605468750,-0.2995522916,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1408,0,1,-17.6445312500,-0.3384866118,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1409,0,1,-16.4375000000,-0.3338262439,-0.270361,0.548814,6.583952,-156.706238,0.017372,-0.002032,
1410,0,1,-7.2109375000,-0.2982024550,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1411,0,1,-14.6757812500,-0.3270242512,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1412,0,1,-13.0097656250,-0.3205917478,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1413,0,1,-13.5156250000,-0.3225448728,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1414,0,1,-15.4882812500,-0.3301613033,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1415,0,1,-13.3378906250,-0.3218586445,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1416,0,1,-10.8974609375,-0.3124361336,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1417,0,1,-5.4101562500,-0.2912496328,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1418,0,1,-11.2265625000,-0.3137067854,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1419,0,1,-9.5900421143,-0.3073881865,-0.270361,0.548814,6.583952,-156.706238,0.112410,-0.019529,
1420,0,1,-7.2812500000,-0.2984739244,-0.270361,0.548814,6.583952,-156.706238,0.436524,-0.079852,
1421,0,1,-6.4775390625,-0.2953707874,-0.270361,0.548814,6.583952,-156.706238,0.436524,-0.079852,
1422,0,1,-5.8115234375,-0.2927993238,-0.270361,0.548814,6.583952,-156.706238,0.436524,-0.079852,
1423,0,1,-5.9067382812,-0.2931669354,-0.270361,0.548814,6.583952,-156.706238,0.436524,-0.079852,
1424,0,1,-5.7692871094,-0.2926362455,-0.270361,0.548814,6.583952,-156.706238,0.436524,-0.079852,
1425,0,1,-6.0154724121,-0.2935867608,-0.270361,0.548814,6.583952,-156.706238,0.656759,-0.231962,
1426,0,1,-7.6445312500,-0.2998765707,-0.270361,0.548814,6.583952,-156.706238,0.656759,-0.231962,
1427,0,1,-11.5976562500,-0.3151395917,-0.270361,0.548814,6.583952,-156.706238,0.656759,-0.231962,
1428,0,1,-10.4453125000,-0.3106904030,-0.270361,0.548814,6.583952,-156.706238,0.656759,-0.231962,
1429,0,1,-10.1826171875,-0.3096761107,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1430,0,1,-12.7421875000,-0.3195586205,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1431,0,1,-13.3007812500,-0.3217153549,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1432,0,1,-10.2929687500,-0.3101021945,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1433,0,1,-5.0957031250,-0.2900355160,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1434,0,1,-13.4804687500,-0.3224091530,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1435,0,1,-8.4710693359,-0.3030678332,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1436,0,1,-13.5976562500,-0.3228616118,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1437,0,1,-7.6577148438,-0.2999274731,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1438,0,1,-9.1674804688,-0.3057566881,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1439,0,1,-11.5878906250,-0.3151018918,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1440,0,1,-10.9160156250,-0.3125077784,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1441,0,1,-13.1093750000,-0.3209763467,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1442,0,1,-12.2910156250,-0.3178166449,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1443,0,1,-6.9755859375,-0.2972937524,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1444,0,1,-7.0029296875,-0.2973993421,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1445,0,1,-6.7353515625,-0.2963662148,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1446,0,1,-12.8007812500,-0.3197848499,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1447,0,1,-12.2597656250,-0.3176960051,-0.270361,0.548814,6.583952,-156.706238,0.069165,-0.010011,
1448,0,1,-6.9111328125,-0.2970449030,-0.270361,0.548814,6.583952,-156.706238,0.215493,-0.034468,
1449,0,1,-11.3867187500,-0.3143251538,-0.270361,0.548814,6.583952,-156.706238,0.215493,-0.034468,
1450,0,1,-10.5937500000,-0.3112635016,-0.270361,0.548814,6.583952,-156.706238,0.215493,-0.034468,
1451,0,1,-1.6025389433,-0.2765484154,-0.270361,0.548814,6.583952,-156.706238,1.805123,-1.036814,
1452,0,1,-2.4384765625,-0.2797759771,-0.270361,0.548814,6.583952,-156.706238,1.805123,-1.036814,
1453,0,1,-1.9208983183,-0.2777775824,-0.270361,0.548814,6.583952,-156.706238,1.805123,-1.036814,
1454,0,1,-3.1946945190,-0.2826957703,-0.270361,0.548814,6.583952,-156.706238,1.805123,-1.036814,
1455,0,1,-7.2324223518,-0.2982853949,-0.270361,0.548814,6.583952,-156.706238,1.805123,-1.036814,
1456,0,1,-6.6953125000,-0.2962116301,-0.270361,0.548814,6.583952,-156.706238,1.805123,-1.036814,
1457,0,1,-3.0253906250,-0.2820420563,-0.270361,0.548814,6.583952,-156.706238,0.667298,-0.143804,
1458,0,1,-5.9638671875,-0.2933875024,-0.270361,0.548814,6.583952,-156.706238,0.667298,-0.143804,
1459,0,1,-9.9218750000,-0.3086693883,-0.270361,0.548814,6.583952,-156.706238,0.667298,-0.143804,
1460,0,1,-9.1738281250,-0.3057811856,-0.270361,0.548814,6.583952,-156.706238,0.667298,-0.143804,
1461,0,1,-5.0219726562,-0.2897508442,-0.270361,0.548814,6.583952,-156.706238,0.439109,-0.084811,
1462,0,1,-11.7617187500,-0.3157730401,-0.270361,0.548814,6.583952,-156.706238,0.439109,-0.084811,
1463,0,1,-10.6796875000,-0.3115953207,-0.270361,0.548814,6.583952,-156.706238,0.439109,-0.084811,
1464,0,1,-13.1660156250,-0.3211950362,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1465,0,1,-6.7578125000,-0.2964529395,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1466,0,1,-9.1477050781,-0.3056803346,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1467,0,1,-13.9218750000,-0.3241133988,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1468,0,1,-13.7304687500,-0.3233743906,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1469,0,1,-12.8417968750,-0.3199432194,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1470,0,1,-12.6386718750,-0.3191589713,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1471,0,1,-12.3359375000,-0.3179900944,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1472,0,1,-9.4172363281,-0.3067209721,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1473,0,1,-4.5898437500,-0.2880823910,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1474,0,1,-12.0820312500,-0.3170097768,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1475,0,1,-10.5029296875,-0.3109128475,-0.270361,0.548814,6.583952,-156.706238,0.071233,-0.011870,
1476,0,1,-8.8046875000,-0.3043559194,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1477,0,1,-11.1484375000,-0.3134051561,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1478,0,1,-10.5156250000,-0.3109618723,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1479,0,1,-10.3027343750,-0.3101398945,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1480,0,1,-10.4023437500,-0.3105244935,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1481,0,1,-8.5205078125,-0.3032587171,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1482,0,1,-9.4121093750,-0.3067011833,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1483,0,1,-9.3046875000,-0.3062864244,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1484,0,1,-9.6367187500,-0.3075684011,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1485,0,1,-6.6220703125,-0.2959288359,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1486,0,1,-6.5444335938,-0.2956290841,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1487,0,1,-8.9394531250,-0.3048762679,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1488,0,1,-10.1464843750,-0.3095366061,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1489,0,1,-8.8896484375,-0.3046839535,-0.270361,0.548814,6.583952,-156.706238,0.064325,-0.008868,
1490,0,1,-11.1191406250,-0.3132920563,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1491,0,1,-9.8618164062,-0.3084374964,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1492,0,1,-10.1342773438,-0.3094894886,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1493,0,1,-13.8789062500,-0.3239475191,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1494,0,1,-8.9768066406,-0.3050204813,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1495,0,1,-10.9384765625,-0.3125945032,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1496,0,1,-11.4443359375,-0.3145476282,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1497,0,1,-10.8525390625,-0.3122626841,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1498,0,1,-12.1679687500,-0.3173415661,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1499,0,1,-11.9335937500,-0.3164366484,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1500,0,1,-10.3857421875,-0.3104603887,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1501,0,1,-11.2265625000,-0.3137067854,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1502,0,1,-10.0454101562,-0.3091463745,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
1503,0,1,-8.3671875000,-0.3026667535,-0.270361,0.548814,6.583952,-156.706238,0.042395,-0.006462,
